"","Location","Denomination","Month","Weekday","Type","Theme","Age","Promotion","Coupons","Weather","Coin.in"
"1506","3rd Floor - Back","Penny","Dec","Tuesday","Progressive","Fairy Tale",19,"VIP","None","icy",392
"1507","3rd Floor - Back","Penny","Dec","Thursday","Progressive","Retro",1,"Daily Special","None","showery",704
"1508","3rd Floor - Back","Two Cent","Jan","Wednesday","5 Reel","Horror",5,"VIP","None","blusterous",1472
"1509","3rd Floor - Back","Two Cent","Jan","Thursday","4 Reel","Travel",7,"None","None","arid",658
"1510","3rd Floor - Back","Two Cent","Feb","Wednesday","5 Reel","Food",3,"New Player","None","bitter",1144
"1512","3rd Floor - Back","Two Cent","Feb","Sunday","4 Reel","Retro",13,"Daily Special","None","frosty",348
"1513","3rd Floor - Back","Two Cent","Feb","Sunday","Bonus Video","Adventure",9,"New Player","None","stormy",683
"1514","3rd Floor - Back","Two Cent","Mar","Monday","4 Reel","American",8,"New Player","None","mild",947
"1515","3rd Floor - Back","Two Cent","Mar","Tuesday","Bonus Video","Movies",10,"VIP","None","wet",1492
"1517","3rd Floor - Back","Two Cent","Apr","Tuesday","Progressive","Riches",3,"New Player","None","hot",1359
"1518","3rd Floor - Back","Two Cent","May","Tuesday","4 Reel","Movies",8,"Daily Special","None","muggy",661
"1519","3rd Floor - Back","Two Cent","May","Wednesday","5 Reel","Holidays",11,"None","None","close",391
"1520","3rd Floor - Back","Two Cent","May","Friday","Progressive","Casinos",11,"New Player","None","arid",1387
"1523","3rd Floor - Back","Two Cent","Jun","Wednesday","Bonus Video","Other",17,"None","None","bad",1496
"1525","3rd Floor - Back","Two Cent","Jul","Monday","4 Reel","Other",20,"New Player","None","close",888
"1526","3rd Floor - Back","Two Cent","Jul","Sunday","Progressive","Holidays",4,"None","None","misty",567
"1527","3rd Floor - Back","Two Cent","Aug","Friday","Bonus Video","Sea",15,"None","None","clear",154
"1528","3rd Floor - Back","Two Cent","Sep","Tuesday","5 Reel","Retro",19,"Daily Special","None","blusterous",1401
"1529","3rd Floor - Back","Two Cent","Sep","Tuesday","Progressive","Casinos",15,"Daily Special","None","bitter",592
"1530","3rd Floor - Back","Two Cent","Oct","Thursday","Progressive","Entertainment",19,"Daily Special","None","mild",995
"1531","3rd Floor - Back","Two Cent","Nov","Monday","Bonus Video","American",12,"None","None","frosty",1222
"1532","3rd Floor - Back","Two Cent","Dec","Wednesday","4 Reel","Travel",19,"VIP","None","calm",1020
"1533","3rd Floor - Back","Nickel","Jan","Tuesday","Bonus Video","Horror",9,"New Player","None","frosty",905
"1534","3rd Floor - Back","Nickel","Jan","Friday","Bonus Video","Regional",17,"VIP","None","calm",1114
"1536","3rd Floor - Back","Nickel","Apr","Thursday","Progressive","Fairy Tale",7,"VIP","None","warm",765
"1539","3rd Floor - Back","Nickel","Oct","Tuesday","5 Reel","Travel",18,"New Player","None","bad",174
"1540","3rd Floor - Back","Nickel","Nov","Wednesday","4 Reel","Retro",2,"VIP","None","dead",982
"1542","3rd Floor - Back","Dime","Jan","Monday","5 Reel","Fruit",3,"New Player","None","dead",309
"1543","3rd Floor - Back","Dime","Feb","Monday","5 Reel","Casinos",10,"Monthy Player","None","steamy",1494
"1544","3rd Floor - Back","Dime","Mar","Friday","Progressive","Riches",8,"None","None","balmy",771
"1546","3rd Floor - Back","Dime","May","Wednesday","Bonus Video","Adventure",14,"VIP","None","balmy",438
"1547","3rd Floor - Back","Dime","May","Friday","5 Reel","Adventure",2,"None","None","rainy",1206
"1548","3rd Floor - Back","Dime","May","Friday","Progressive","Movies",12,"None","None","clear",304
"1549","3rd Floor - Back","Dime","Jul","Tuesday","Bonus Video","Riches",16,"None","None","damp",117
"1553","3rd Floor - Back","Dime","Oct","Monday","Bonus Video","Holidays",14,"Daily Special","None","snow",24
"1554","3rd Floor - Back","Dime","Nov","Monday","Bonus Video","Entertainment",6,"None","None","snow",119
"1556","3rd Floor - Back","Dime","Dec","Thursday","Bonus Video","Other",6,"None","None","cloudy",883
"1557","3rd Floor - Back","Dime","Dec","Friday","5 Reel","Movies",7,"Monthy Player","None","hazy",1219
"1558","3rd Floor - Back","Quarter","Jan","Wednesday","4 Reel","Animals",7,"None","None","stormy",1069
"1561","3rd Floor - Back","Quarter","Feb","Sunday","Bonus Video","Entertainment",11,"New Player","None","cold",627
"1563","3rd Floor - Back","Quarter","Mar","Wednesday","Progressive","Movies",2,"VIP","None","humid",331
"1564","3rd Floor - Back","Quarter","May","Tuesday","5 Reel","Horror",14,"None","None","sultry",606
"1569","3rd Floor - Back","Quarter","Aug","Monday","4 Reel","Travel",12,"None","None","windy",1447
"1570","3rd Floor - Back","Quarter","Aug","Tuesday","Bonus Video","American",4,"None","None","humid",1060
"1571","3rd Floor - Back","Quarter","Sep","Thursday","Progressive","Magic",18,"New Player","None","icy",197
"1572","3rd Floor - Back","Quarter","Sep","Sunday","Bonus Video","Food",5,"None","None","windy",348
"1573","3rd Floor - Back","Quarter","Oct","Monday","Bonus Video","Love",17,"New Player","None","drizzly",437
"1576","3rd Floor - Back","Half Dollar","Feb","Sunday","Bonus Video","Other",5,"Daily Special","None","clear",311
"1578","3rd Floor - Back","Half Dollar","May","Tuesday","4 Reel","Movies",19,"New Player","None","crummy",1043
"1580","3rd Floor - Back","Half Dollar","May","Sunday","Bonus Video","Fairy Tale",4,"VIP","None","showery",1096
"1581","3rd Floor - Back","Half Dollar","Jun","Sunday","4 Reel","Fairy Tale",15,"Monthy Player","None","cold",1226
"1582","3rd Floor - Back","Half Dollar","Jun","Sunday","Bonus Video","Love",4,"Monthy Player","None","blusterous",462
"1584","3rd Floor - Back","Half Dollar","Jul","Friday","4 Reel","Magic",5,"Daily Special","None","good",1400
"1585","3rd Floor - Back","Half Dollar","Jul","Friday","5 Reel","Riches",7,"New Player","None","mild",587
"1586","3rd Floor - Back","Half Dollar","Jul","Sunday","Progressive","Entertainment",6,"Monthy Player","None","arid",840
"1588","3rd Floor - Back","Half Dollar","Aug","Sunday","5 Reel","Other",4,"Daily Special","None","raw",483
"1589","3rd Floor - Back","Dollar","Jan","Thursday","4 Reel","Sea",13,"VIP","None","misty",1217
"1590","3rd Floor - Back","Dollar","Jan","Thursday","5 Reel","Fruit",4,"Monthy Player","None","stormy",568
"1592","3rd Floor - Back","Dollar","May","Tuesday","Progressive","History",12,"None","None","crummy",1428
"1594","3rd Floor - Back","Dollar","Jul","Tuesday","Progressive","Adventure",5,"Monthy Player","None","good",185
"1595","3rd Floor - Back","Dollar","Sep","Tuesday","4 Reel","Adventure",6,"Monthy Player","None","drizzly",363
"1596","3rd Floor - Back","Dollar","Sep","Tuesday","Bonus Video","Holidays",9,"Daily Special","None","scorching",1084
"1597","3rd Floor - Back","Dollar","Oct","Tuesday","4 Reel","Regional",14,"None","None","crummy",109
"1598","3rd Floor - Back","Dollar","Oct","Tuesday","5 Reel","Movies",1,"VIP","None","clear",299
"1600","3rd Floor - Back","Dollar","Dec","Sunday","Bonus Video","Food",16,"Daily Special","None","frosty",646
"1602","3rd Floor - Back","Two Dollar","Feb","Monday","4 Reel","Classic Symbols",5,"Monthy Player","None","cold",1328
"1604","3rd Floor - Back","Two Dollar","Mar","Sunday","5 Reel","Riches",18,"None","None","stormy",1013
"1605","3rd Floor - Back","Two Dollar","Apr","Friday","5 Reel","History",15,"Monthy Player","None","bitter",1
"1607","3rd Floor - Back","Two Dollar","Jun","Wednesday","5 Reel","Magic",12,"Monthy Player","None","warm",1318
"1608","3rd Floor - Back","Two Dollar","Jun","Sunday","Progressive","Love",10,"VIP","None","cold",1103
"1610","3rd Floor - Back","Two Dollar","Oct","Monday","Progressive","History",12,"New Player","None","damp",583
"1612","3rd Floor - Back","Two Dollar","Nov","Sunday","Bonus Video","Travel",6,"None","None","calm",153
"1613","3rd Floor - Back","Two Dollar","Dec","Monday","Progressive","Classic Symbols",3,"None","None","stormy",1047
"1615","3rd Floor - Back","Two Dollar","Dec","Thursday","Bonus Video","History",5,"None","None","humid",587
"1616","3rd Floor - Back","Two Dollar","Dec","Friday","4 Reel","Holidays",7,"VIP","None","humid",1332
"1618","3rd Floor - Back","Five Dollar","Apr","Friday","Progressive","Other",18,"Daily Special","None","close",1412
"1619","3rd Floor - Back","Five Dollar","May","Monday","Bonus Video","Classic Symbols",13,"Monthy Player","None","stormy",582
"1620","3rd Floor - Back","Five Dollar","May","Tuesday","Progressive","Fairy Tale",20,"Monthy Player","None","blusterous",1169
"1622","3rd Floor - Back","Five Dollar","May","Sunday","5 Reel","American",12,"None","None","clear",718
"1623","3rd Floor - Back","Five Dollar","Jun","Wednesday","Bonus Video","Horror",8,"Monthy Player","None","bad",798
"1624","3rd Floor - Back","Five Dollar","Jul","Monday","Bonus Video","Classic Symbols",13,"None","None","blusterous",220
"1625","3rd Floor - Back","Five Dollar","Jul","Tuesday","5 Reel","Horror",15,"Daily Special","None","bitter",1341
"1626","3rd Floor - Back","Five Dollar","Jul","Thursday","Bonus Video","Riches",16,"Monthy Player","None","rainy",28
"1627","3rd Floor - Back","Five Dollar","Aug","Tuesday","Progressive","History",3,"None","None","icy",109
"1628","3rd Floor - Back","Five Dollar","Oct","Monday","Bonus Video","American",3,"New Player","None","steamy",435
"1629","3rd Floor - Back","Five Dollar","Oct","Sunday","Bonus Video","Animals",19,"Monthy Player","None","warm",702
"1631","3rd Floor - Back","Five Dollar","Nov","Tuesday","5 Reel","History",20,"Monthy Player","None","dead",713
"1632","3rd Floor - Back","Five Dollar","Nov","Friday","4 Reel","Casinos",13,"Monthy Player","None","cloudy",446
"1633","3rd Floor - Back","Five Dollar","Dec","Tuesday","Progressive","Retro",8,"VIP","None","revolting",860
"1635","3rd Floor - Back","Ten Dollar","Jan","Friday","5 Reel","Fruit",16,"None","None","blusterous",99
"1637","3rd Floor - Back","Ten Dollar","Feb","Sunday","4 Reel","Animals",5,"New Player","None","damp",800
"1638","3rd Floor - Back","Ten Dollar","Mar","Tuesday","Progressive","Adventure",13,"VIP","None","close",952
"1639","3rd Floor - Back","Ten Dollar","Mar","Wednesday","4 Reel","Entertainment",3,"VIP","None","damp",1145
"1641","3rd Floor - Back","Ten Dollar","May","Monday","Bonus Video","Food",3,"None","None","arid",688
"1643","3rd Floor - Back","Ten Dollar","May","Wednesday","Progressive","Adventure",5,"Daily Special","None","close",1086
"1644","3rd Floor - Back","Ten Dollar","May","Sunday","Progressive","Love",3,"New Player","None","blusterous",368
"1646","3rd Floor - Back","Ten Dollar","Jun","Thursday","5 Reel","Magic",9,"VIP","None","close",812
"1648","3rd Floor - Back","Ten Dollar","Jul","Sunday","5 Reel","Movies",14,"Monthy Player","None","muggy",390
"1649","3rd Floor - Back","Ten Dollar","Aug","Friday","Bonus Video","Other",3,"New Player","None","humid",814
"1650","3rd Floor - Back","Ten Dollar","Sep","Wednesday","Bonus Video","Magic",10,"Monthy Player","None","close",1415
"1651","3rd Floor - Back","Ten Dollar","Oct","Thursday","4 Reel","Food",1,"VIP","None","misty",179
"1652","3rd Floor - Back","Ten Dollar","Dec","Monday","5 Reel","Casinos",2,"Daily Special","None","dead",794
"1653","3rd Floor - Back","Ten Dollar","Dec","Monday","Bonus Video","Animals",17,"New Player","None","bitter",1216
"1654","3rd Floor - Back","Ten Dollar","Dec","Thursday","4 Reel","American",7,"VIP","None","humid",1153
"1655","3rd Floor - Back","Twenty Five Dollar","Jan","Monday","4 Reel","Holidays",16,"None","None","stormy",1022
"1656","3rd Floor - Back","Twenty Five Dollar","Apr","Monday","Bonus Video","Horror",17,"Monthy Player","None","clear",1263
"1658","3rd Floor - Back","Twenty Five Dollar","May","Wednesday","4 Reel","Travel",15,"VIP","None","dark",782
"1659","3rd Floor - Back","Twenty Five Dollar","Jul","Tuesday","Bonus Video","Fruit",16,"Monthy Player","None","tempestuous",1301
"1662","3rd Floor - Back","Twenty Five Dollar","Aug","Thursday","Bonus Video","Riches",4,"None","None","clear",153
"1664","3rd Floor - Back","Twenty Five Dollar","Aug","Sunday","5 Reel","Love",4,"Daily Special","None","arid",811
"1665","3rd Floor - Back","Twenty Five Dollar","Sep","Tuesday","5 Reel","Magic",10,"New Player","None","hazy",152
"1666","3rd Floor - Back","Twenty Five Dollar","Sep","Tuesday","Progressive","Classic Symbols",9,"Monthy Player","None","muggy",924
"1669","3rd Floor - Back","Twenty Five Dollar","Sep","Friday","5 Reel","Magic",20,"VIP","None","tempestuous",1176
"1671","3rd Floor - Back","Twenty Five Dollar","Nov","Friday","Progressive","American",18,"Monthy Player","None","showery",495
"1672","3rd Floor - Back","Fifty Dollar","Jan","Thursday","Bonus Video","Other",17,"None","None","revolting",475
"1674","3rd Floor - Back","Fifty Dollar","May","Thursday","5 Reel","Food",15,"VIP","None","close",1419
"1677","3rd Floor - Back","Fifty Dollar","Jun","Thursday","5 Reel","Fairy Tale",3,"None","None","steamy",159
"1678","3rd Floor - Back","Fifty Dollar","Jul","Thursday","4 Reel","Fruit",9,"Monthy Player","None","balmy",513
"1679","3rd Floor - Back","Fifty Dollar","Jul","Friday","4 Reel","Regional",20,"Daily Special","None","showery",1446
"1680","3rd Floor - Back","Fifty Dollar","Aug","Wednesday","5 Reel","Travel",15,"Monthy Player","None","raw",1002
"1681","3rd Floor - Back","Fifty Dollar","Aug","Wednesday","5 Reel","Travel",17,"VIP","None","calm",624
"1682","3rd Floor - Back","Fifty Dollar","Aug","Friday","Bonus Video","Horror",19,"Daily Special","None","humid",77
"1684","3rd Floor - Back","Fifty Dollar","Sep","Friday","5 Reel","Fairy Tale",19,"Monthy Player","None","clear",863
"1685","3rd Floor - Back","Fifty Dollar","Sep","Sunday","Progressive","American",3,"VIP","None","calm",1037
"1686","3rd Floor - Back","Fifty Dollar","Oct","Tuesday","Progressive","Sea",12,"Monthy Player","None","sunny",973
"1687","3rd Floor - Back","Fifty Dollar","Dec","Thursday","Progressive","Horror",5,"None","None","icy",1461
"1689","3rd Floor - Back","Fifty Dollar","Dec","Sunday","4 Reel","Movies",10,"New Player","None","hazy",1414
"1690","3rd Floor - Back","Fifty Dollar","Dec","Sunday","Bonus Video","Food",4,"None","None","misty",880
"1691","3rd Floor - Back","Fifty Dollar","Dec","Sunday","Bonus Video","Retro",16,"None","None","frosty",140
"1694","3rd Floor - Back","Hundred Dollar","Mar","Friday","Progressive","Classic Symbols",20,"None","None","bitter",1401
"1695","3rd Floor - Back","Hundred Dollar","Apr","Wednesday","4 Reel","Classic Symbols",15,"None","None","cold",682
"1696","3rd Floor - Back","Hundred Dollar","Aug","Friday","Progressive","Travel",3,"VIP","None","balmy",128
"1697","3rd Floor - Back","Hundred Dollar","Sep","Thursday","4 Reel","Fairy Tale",8,"New Player","None","misty",1156
"1698","3rd Floor - Back","Hundred Dollar","Sep","Friday","4 Reel","Fairy Tale",10,"None","None","wet",521
"1699","3rd Floor - Back","Hundred Dollar","Oct","Wednesday","5 Reel","Retro",9,"New Player","None","blusterous",531
"1701","3rd Floor - Back","Hundred Dollar","Dec","Thursday","5 Reel","Sea",10,"VIP","None","clear",616
