Location,Denomination,Month,Weekday,Type,Theme,Age,Promotion,Coupons,Weather,Coin-in
2nd Floor - Back,Nickel,Nov,Wednesday,Bonus Video,Casinos,5,New Player,None,bitter,1035
2nd Floor - Back,Nickel,Dec,Wednesday,Bonus Video,Fruit,12,New Player,None,stormy,633
2nd Floor - Back,Dime,Jan,Wednesday,Bonus Video,Fairy Tale,8,Daily Special,None,rainy,98
2nd Floor - Back,Dime,Jan,Thursday,5 Reel,Sea,20,Daily Special,None,snow,1955
2nd Floor - Back,Dime,Feb,Monday,Bonus Video,Holidays,8,Monthy Player,None,rainy,1567
2nd Floor - Back,Dime,Feb,Sunday,Bonus Video,Movies,4,VIP,None,warm,2048
2nd Floor - Back,Dime,Mar,Tuesday,4 Reel,Horror,18,Daily Special,None,warm,2024
2nd Floor - Back,Dime,Mar,Friday,4 Reel,Regional,14,None,None,showery,1183
2nd Floor - Back,Dime,Mar,Friday,5 Reel,Other,11,VIP,None,cold,1445
2nd Floor - Back,Dime,Jun,Tuesday,Progressive,History,6,VIP,None,wet,747
2nd Floor - Back,Dime,Jul,Monday,4 Reel,History,7,Daily Special,None,raw,721
2nd Floor - Back,Dime,Jul,Tuesday,Bonus Video,Holidays,19,Daily Special,None,icy,517
2nd Floor - Back,Dime,Aug,Monday,Progressive,Holidays,10,New Player,None,close,169
2nd Floor - Back,Dime,Aug,Sunday,Bonus Video,Classic Symbols,14,Daily Special,None,scorching,1002
2nd Floor - Back,Dime,Sep,Tuesday,Bonus Video,Horror,13,None,None,muggy,106
2nd Floor - Back,Dime,Sep,Sunday,4 Reel,Regional,16,VIP,None,stormy,1279
2nd Floor - Back,Dime,Oct,Tuesday,Progressive,American,3,Daily Special,None,balmy,1188
2nd Floor - Back,Quarter,Apr,Sunday,5 Reel,Food,9,Monthy Player,None,damp,764
2nd Floor - Back,Quarter,May,Wednesday,Bonus Video,Love,10,VIP,None,dark,1204
2nd Floor - Back,Quarter,May,Wednesday,Bonus Video,Regional,14,Monthy Player,None,muggy,324
2nd Floor - Back,Quarter,May,Thursday,4 Reel,Fairy Tale,4,None,None,frosty,1849
2nd Floor - Back,Quarter,Jul,Friday,5 Reel,Magic,3,None,None,bad,595
2nd Floor - Back,Quarter,Aug,Thursday,Bonus Video,Entertainment,1,Daily Special,None,crummy,372
2nd Floor - Back,Quarter,Sep,Tuesday,Bonus Video,Horror,9,Monthy Player,None,frosty,99
2nd Floor - Back,Quarter,Sep,Sunday,Bonus Video,Animals,4,Monthy Player,None,calm,1801
2nd Floor - Back,Quarter,Oct,Thursday,Progressive,Entertainment,12,None,None,icy,1217
2nd Floor - Back,Quarter,Dec,Wednesday,5 Reel,Magic,18,New Player,None,mild,1975
2nd Floor - Back,Half Dollar,Jan,Tuesday,Progressive,Entertainment,3,Daily Special,None,dead,542
2nd Floor - Back,Half Dollar,Jan,Wednesday,Bonus Video,Classic Symbols,14,Monthy Player,None,icy,314
2nd Floor - Back,Half Dollar,Feb,Thursday,Bonus Video,American,4,None,None,revolting,2093
2nd Floor - Back,Half Dollar,Mar,Tuesday,5 Reel,Other,2,New Player,None,calm,72
2nd Floor - Back,Half Dollar,Mar,Sunday,5 Reel,Other,17,VIP,None,blusterous,2027
2nd Floor - Back,Half Dollar,Apr,Sunday,Progressive,Other,20,Monthy Player,None,cold,257
2nd Floor - Back,Half Dollar,May,Wednesday,5 Reel,Casinos,12,VIP,None,balmy,2121
2nd Floor - Back,Half Dollar,Jul,Tuesday,Progressive,Movies,11,New Player,None,dark,1456
2nd Floor - Back,Half Dollar,Jul,Thursday,5 Reel,Animals,12,Monthy Player,None,clear,707
2nd Floor - Back,Half Dollar,Sep,Tuesday,Progressive,Love,3,New Player,None,sultry,1239
2nd Floor - Back,Half Dollar,Sep,Wednesday,Bonus Video,Adventure,14,Monthy Player,None,cloudy,1020
2nd Floor - Back,Half Dollar,Oct,Thursday,Progressive,Horror,15,Daily Special,None,cloudy,777
2nd Floor - Back,Half Dollar,Nov,Tuesday,4 Reel,Casinos,13,VIP,None,balmy,122
2nd Floor - Back,Half Dollar,Nov,Tuesday,Bonus Video,Regional,16,None,None,blusterous,1031
2nd Floor - Back,Half Dollar,Nov,Sunday,4 Reel,Magic,16,New Player,None,raw,1229
2nd Floor - Back,Half Dollar,Dec,Sunday,Progressive,Animals,13,Daily Special,None,bitter,1723
2nd Floor - Back,Half Dollar,Dec,Sunday,Bonus Video,Movies,18,Daily Special,None,mild,1977
2nd Floor - Back,Dollar,Jan,Monday,4 Reel,Magic,10,None,None,steamy,480
2nd Floor - Back,Dollar,Jan,Wednesday,5 Reel,Regional,3,Daily Special,None,hazy,1602
2nd Floor - Back,Dollar,Feb,Tuesday,4 Reel,Magic,3,Daily Special,None,blusterous,1716
2nd Floor - Back,Dollar,Feb,Thursday,5 Reel,Movies,13,New Player,None,crummy,453
2nd Floor - Back,Dollar,May,Friday,4 Reel,Food,9,Daily Special,None,dead,300
2nd Floor - Back,Dollar,Jun,Tuesday,5 Reel,Adventure,7,Monthy Player,None,misty,1062
2nd Floor - Back,Dollar,Jun,Friday,Progressive,Classic Symbols,5,Daily Special,None,tempestuous,2194
2nd Floor - Back,Dollar,Jun,Sunday,Bonus Video,Animals,17,None,None,calm,1286
2nd Floor - Back,Dollar,Jul,Tuesday,5 Reel,Animals,16,None,None,hot,335
2nd Floor - Back,Dollar,Jul,Wednesday,Bonus Video,Retro,16,Monthy Player,None,good,85
2nd Floor - Back,Dollar,Aug,Tuesday,4 Reel,Holidays,11,Daily Special,None,stormy,55
2nd Floor - Back,Dollar,Aug,Tuesday,Bonus Video,Fruit,7,Daily Special,None,scorching,548
2nd Floor - Back,Dollar,Aug,Wednesday,Progressive,Adventure,10,VIP,None,bad,2106
2nd Floor - Back,Dollar,Sep,Monday,Progressive,Adventure,7,Daily Special,None,arid,847
2nd Floor - Back,Dollar,Sep,Friday,Bonus Video,History,5,Daily Special,None,bitter,329
2nd Floor - Back,Dollar,Nov,Tuesday,4 Reel,Riches,5,New Player,None,tempestuous,939
2nd Floor - Back,Dollar,Nov,Thursday,Bonus Video,Casinos,19,None,None,showery,822
2nd Floor - Back,Dollar,Nov,Thursday,Bonus Video,History,19,None,None,stormy,1703
2nd Floor - Back,Dollar,Nov,Friday,4 Reel,Sea,18,Daily Special,None,muggy,548
2nd Floor - Back,Dollar,Nov,Sunday,5 Reel,Regional,15,VIP,None,misty,113
2nd Floor - Back,Dollar,Nov,Sunday,Bonus Video,Horror,9,None,None,warm,10
2nd Floor - Back,Two Dollar,Jan,Monday,5 Reel,American,2,None,None,damp,136
2nd Floor - Back,Two Dollar,Jan,Tuesday,Progressive,Horror,14,None,None,close,1717
2nd Floor - Back,Two Dollar,Jan,Friday,Progressive,American,19,Monthy Player,None,bitter,2138
2nd Floor - Back,Two Dollar,Jan,Sunday,5 Reel,Retro,20,Monthy Player,None,wet,1030
2nd Floor - Back,Two Dollar,Mar,Thursday,Bonus Video,Magic,14,Daily Special,None,windy,59
2nd Floor - Back,Two Dollar,May,Monday,5 Reel,Casinos,3,VIP,None,cold,787
2nd Floor - Back,Two Dollar,May,Monday,Progressive,Adventure,15,Monthy Player,None,muggy,2145
2nd Floor - Back,Two Dollar,Jul,Tuesday,5 Reel,Food,1,Monthy Player,None,revolting,1511
2nd Floor - Back,Two Dollar,Jul,Thursday,5 Reel,Regional,10,Monthy Player,None,sunny,637
2nd Floor - Back,Two Dollar,Aug,Friday,4 Reel,Fairy Tale,6,None,None,rainy,1476
2nd Floor - Back,Two Dollar,Sep,Monday,5 Reel,Other,18,None,None,sultry,1938
2nd Floor - Back,Two Dollar,Sep,Tuesday,4 Reel,History,16,None,None,snow,1312
2nd Floor - Back,Two Dollar,Oct,Thursday,5 Reel,Travel,10,Daily Special,None,snow,1096
2nd Floor - Back,Two Dollar,Nov,Thursday,5 Reel,Fruit,16,VIP,None,windy,1868
2nd Floor - Back,Two Dollar,Dec,Tuesday,5 Reel,Magic,16,None,None,hazy,1806
2nd Floor - Back,Two Dollar,Dec,Thursday,5 Reel,Food,15,None,None,revolting,1491
2nd Floor - Back,Five Dollar,Feb,Friday,5 Reel,Fruit,10,Monthy Player,None,bitter,605
2nd Floor - Back,Five Dollar,Apr,Tuesday,Progressive,Travel,3,Monthy Player,None,tempestuous,152
2nd Floor - Back,Five Dollar,Apr,Sunday,Progressive,Animals,7,Daily Special,None,dead,577
2nd Floor - Back,Five Dollar,Apr,Sunday,Progressive,Magic,17,None,None,wet,1469
2nd Floor - Back,Five Dollar,May,Tuesday,Progressive,Classic Symbols,3,None,None,sultry,187
2nd Floor - Back,Five Dollar,Jun,Wednesday,Bonus Video,Riches,1,Daily Special,None,dark,695
2nd Floor - Back,Five Dollar,Jun,Sunday,Progressive,Regional,11,Monthy Player,None,sultry,1291
2nd Floor - Back,Five Dollar,Jul,Sunday,Progressive,Adventure,1,Daily Special,None,bitter,2063
2nd Floor - Back,Five Dollar,Aug,Friday,4 Reel,Classic Symbols,16,Monthy Player,None,steamy,686
2nd Floor - Back,Five Dollar,Sep,Tuesday,Progressive,American,9,VIP,None,arid,913
2nd Floor - Back,Five Dollar,Oct,Friday,4 Reel,Horror,14,None,None,bad,8
2nd Floor - Back,Five Dollar,Nov,Monday,4 Reel,Regional,2,New Player,None,damp,490
2nd Floor - Back,Five Dollar,Dec,Wednesday,5 Reel,Movies,1,VIP,None,mild,1197
2nd Floor - Back,Five Dollar,Dec,Friday,Progressive,Classic Symbols,16,None,None,cloudy,1312
2nd Floor - Back,Ten Dollar,Jan,Tuesday,Bonus Video,Sea,4,VIP,None,showery,798
2nd Floor - Back,Ten Dollar,Feb,Friday,4 Reel,History,12,Daily Special,None,steamy,288
2nd Floor - Back,Ten Dollar,Mar,Wednesday,5 Reel,Entertainment,13,VIP,None,damp,1857
2nd Floor - Back,Ten Dollar,Mar,Wednesday,Progressive,Animals,2,New Player,None,cold,465
2nd Floor - Back,Ten Dollar,Mar,Friday,Progressive,Travel,6,Monthy Player,None,sunny,1755
2nd Floor - Back,Ten Dollar,Apr,Wednesday,Bonus Video,Magic,12,New Player,None,blusterous,784
2nd Floor - Back,Ten Dollar,Apr,Sunday,Bonus Video,Fruit,18,None,None,blusterous,668
2nd Floor - Back,Ten Dollar,May,Tuesday,4 Reel,Animals,17,Daily Special,None,balmy,111
2nd Floor - Back,Ten Dollar,May,Tuesday,5 Reel,Food,10,Daily Special,None,close,1771
2nd Floor - Back,Ten Dollar,May,Tuesday,Bonus Video,Fruit,11,Monthy Player,None,hot,224
2nd Floor - Back,Ten Dollar,May,Thursday,Bonus Video,Love,8,Daily Special,None,snow,1494
2nd Floor - Back,Ten Dollar,Jul,Wednesday,4 Reel,Movies,15,Monthy Player,None,dead,1449
2nd Floor - Back,Ten Dollar,Jul,Sunday,Progressive,History,15,Monthy Player,None,bad,318
2nd Floor - Back,Ten Dollar,Aug,Wednesday,Progressive,Riches,13,None,None,humid,1389
2nd Floor - Back,Ten Dollar,Sep,Sunday,Progressive,Movies,4,Daily Special,None,crummy,1241
2nd Floor - Back,Ten Dollar,Oct,Sunday,Bonus Video,Animals,12,Monthy Player,None,muggy,1934
2nd Floor - Back,Twenty Five Dollar,Jan,Tuesday,Progressive,Entertainment,2,Daily Special,None,balmy,348
2nd Floor - Back,Twenty Five Dollar,Feb,Friday,Bonus Video,Movies,9,New Player,None,bitter,905
2nd Floor - Back,Twenty Five Dollar,Mar,Sunday,4 Reel,Magic,19,Daily Special,None,drizzly,1706
2nd Floor - Back,Twenty Five Dollar,May,Thursday,4 Reel,Travel,3,Daily Special,None,good,568
2nd Floor - Back,Twenty Five Dollar,May,Sunday,4 Reel,Adventure,9,VIP,None,hot,824
2nd Floor - Back,Twenty Five Dollar,Jun,Monday,5 Reel,Holidays,9,VIP,None,rainy,897
2nd Floor - Back,Twenty Five Dollar,Jul,Wednesday,Progressive,Travel,1,New Player,None,frosty,1490
2nd Floor - Back,Twenty Five Dollar,Aug,Thursday,5 Reel,Entertainment,9,Monthy Player,None,windy,1802
2nd Floor - Back,Twenty Five Dollar,Sep,Tuesday,Progressive,Movies,9,None,None,good,1800
2nd Floor - Back,Twenty Five Dollar,Sep,Tuesday,Bonus Video,Entertainment,17,Monthy Player,None,close,2151
2nd Floor - Back,Twenty Five Dollar,Sep,Wednesday,4 Reel,Other,15,None,None,cloudy,1409
2nd Floor - Back,Twenty Five Dollar,Nov,Wednesday,Bonus Video,American,19,New Player,None,stormy,1446
2nd Floor - Back,Fifty Dollar,Mar,Monday,4 Reel,Adventure,14,New Player,None,dead,1008
2nd Floor - Back,Fifty Dollar,Jun,Monday,4 Reel,Other,4,Daily Special,None,dead,1139
2nd Floor - Back,Fifty Dollar,Jun,Wednesday,Bonus Video,Adventure,14,VIP,None,humid,196
2nd Floor - Back,Fifty Dollar,Jul,Monday,Progressive,Animals,14,New Player,None,stormy,2099
2nd Floor - Back,Fifty Dollar,Jul,Thursday,5 Reel,Food,12,New Player,None,humid,2081
2nd Floor - Back,Fifty Dollar,Jul,Friday,5 Reel,American,2,VIP,None,steamy,646
2nd Floor - Back,Fifty Dollar,Jul,Sunday,Bonus Video,History,9,Monthy Player,None,close,2101
2nd Floor - Back,Fifty Dollar,Aug,Tuesday,5 Reel,Magic,7,VIP,None,icy,2050
2nd Floor - Back,Fifty Dollar,Aug,Thursday,Progressive,Fruit,1,Daily Special,None,icy,1294
2nd Floor - Back,Fifty Dollar,Aug,Sunday,4 Reel,Fairy Tale,1,Monthy Player,None,drizzly,1229
2nd Floor - Back,Fifty Dollar,Sep,Tuesday,4 Reel,Movies,16,None,None,scorching,1582
2nd Floor - Back,Fifty Dollar,Oct,Tuesday,Bonus Video,Fairy Tale,5,Daily Special,None,crummy,709
2nd Floor - Back,Fifty Dollar,Oct,Wednesday,Bonus Video,Casinos,15,Daily Special,None,rainy,1316
2nd Floor - Back,Fifty Dollar,Oct,Thursday,Progressive,Retro,19,None,None,dark,1337
2nd Floor - Back,Fifty Dollar,Oct,Sunday,4 Reel,Horror,17,None,None,rainy,1432
2nd Floor - Back,Fifty Dollar,Dec,Tuesday,5 Reel,Sea,11,VIP,None,bad,162
2nd Floor - Back,Fifty Dollar,Dec,Sunday,5 Reel,Casinos,1,New Player,None,close,2105
2nd Floor - Back,Hundred Dollar,Jan,Wednesday,Bonus Video,Horror,3,Monthy Player,None,bitter,206
2nd Floor - Back,Hundred Dollar,Feb,Thursday,4 Reel,Love,18,Daily Special,None,tempestuous,84
2nd Floor - Back,Hundred Dollar,Feb,Thursday,Progressive,Retro,14,Daily Special,None,muggy,263
2nd Floor - Back,Hundred Dollar,Mar,Friday,4 Reel,Food,1,New Player,None,icy,1083
2nd Floor - Back,Hundred Dollar,Mar,Sunday,4 Reel,Travel,2,None,None,arid,1961
2nd Floor - Back,Hundred Dollar,Jul,Monday,4 Reel,Retro,8,None,None,close,2137
2nd Floor - Back,Hundred Dollar,Jul,Tuesday,5 Reel,Animals,3,VIP,None,dead,2178
2nd Floor - Back,Hundred Dollar,Aug,Tuesday,Progressive,Fruit,5,Daily Special,None,blusterous,584
2nd Floor - Back,Hundred Dollar,Sep,Monday,Progressive,Riches,2,VIP,None,bitter,85
2nd Floor - Back,Hundred Dollar,Sep,Wednesday,Progressive,Retro,2,New Player,None,cloudy,634
2nd Floor - Back,Hundred Dollar,Sep,Friday,Progressive,Holidays,19,Monthy Player,None,cloudy,1429
2nd Floor - Back,Hundred Dollar,Nov,Wednesday,Bonus Video,Retro,13,New Player,None,tempestuous,1191
2nd Floor - Back,Hundred Dollar,Dec,Sunday,Bonus Video,Retro,10,Monthy Player,None,showery,334
3rd Floor - Front,Penny,Feb,Wednesday,Bonus Video,Entertainment,9,None,None,icy,694
3rd Floor - Front,Penny,Mar,Friday,4 Reel,Love,11,Monthy Player,None,icy,323
3rd Floor - Front,Penny,Apr,Sunday,5 Reel,Holidays,8,Monthy Player,None,warm,612
3rd Floor - Front,Penny,Apr,Sunday,Progressive,Adventure,5,New Player,None,damp,1175
3rd Floor - Front,Penny,Jun,Friday,5 Reel,Love,15,None,None,calm,697
3rd Floor - Front,Penny,Aug,Monday,4 Reel,Classic Symbols,7,None,None,dark,1752
3rd Floor - Front,Penny,Aug,Wednesday,Bonus Video,Horror,2,Daily Special,None,clear,1637
3rd Floor - Front,Penny,Sep,Monday,Bonus Video,Food,13,None,None,calm,1940
3rd Floor - Front,Penny,Dec,Wednesday,Bonus Video,Sea,4,New Player,None,blusterous,1528
3rd Floor - Front,Two Cent,Jan,Monday,4 Reel,Casinos,5,New Player,None,hot,1803
3rd Floor - Front,Two Cent,Jan,Thursday,4 Reel,Casinos,7,VIP,None,arid,1577
3rd Floor - Front,Two Cent,Mar,Tuesday,Progressive,Travel,13,Daily Special,None,stormy,1804
3rd Floor - Front,Two Cent,Apr,Thursday,Progressive,Fruit,10,Monthy Player,None,damp,314
3rd Floor - Front,Two Cent,May,Monday,Progressive,Entertainment,8,New Player,None,wet,1084
3rd Floor - Front,Two Cent,May,Thursday,4 Reel,Regional,13,New Player,None,close,1605
3rd Floor - Front,Two Cent,May,Friday,Progressive,Fruit,3,Daily Special,None,windy,963
3rd Floor - Front,Two Cent,Jun,Monday,Progressive,Fairy Tale,13,Monthy Player,None,sultry,86
3rd Floor - Front,Two Cent,Jun,Wednesday,Bonus Video,Holidays,12,Daily Special,None,hot,912
3rd Floor - Front,Two Cent,Jun,Sunday,4 Reel,Magic,16,New Player,None,frosty,224
3rd Floor - Front,Two Cent,Jul,Tuesday,Bonus Video,Sea,19,None,None,warm,1279
3rd Floor - Front,Two Cent,Jul,Thursday,4 Reel,Classic Symbols,17,VIP,None,sunny,885
3rd Floor - Front,Two Cent,Jul,Friday,4 Reel,Classic Symbols,16,New Player,None,balmy,1219
3rd Floor - Front,Two Cent,Jul,Sunday,Progressive,Love,9,Daily Special,None,frosty,1832
3rd Floor - Front,Two Cent,Aug,Thursday,4 Reel,Adventure,2,VIP,None,hot,1917
3rd Floor - Front,Two Cent,Aug,Thursday,Progressive,Travel,7,Monthy Player,None,warm,664
3rd Floor - Front,Two Cent,Aug,Friday,5 Reel,Other,2,Monthy Player,None,calm,602
3rd Floor - Front,Two Cent,Sep,Tuesday,Bonus Video,Love,15,New Player,None,good,264
3rd Floor - Front,Two Cent,Oct,Thursday,Progressive,Magic,6,Daily Special,None,drizzly,149
3rd Floor - Front,Two Cent,Nov,Monday,Progressive,Fruit,10,Daily Special,None,arid,1042
3rd Floor - Front,Two Cent,Nov,Monday,Bonus Video,Food,8,VIP,None,revolting,1462
3rd Floor - Front,Two Cent,Nov,Tuesday,5 Reel,Sea,4,Daily Special,None,hot,1111
3rd Floor - Front,Two Cent,Nov,Tuesday,Progressive,Food,18,VIP,None,frosty,1332
3rd Floor - Front,Two Cent,Nov,Sunday,Progressive,Retro,16,Monthy Player,None,mild,1587
3rd Floor - Front,Nickel,Jan,Thursday,5 Reel,Regional,11,VIP,None,tempestuous,1800
3rd Floor - Front,Nickel,Mar,Sunday,5 Reel,Other,10,Monthy Player,None,hazy,76
3rd Floor - Front,Nickel,Apr,Wednesday,4 Reel,Riches,12,None,None,clear,1189
3rd Floor - Front,Nickel,May,Monday,5 Reel,Love,2,Daily Special,None,stormy,245
3rd Floor - Front,Nickel,May,Monday,Progressive,Fruit,1,Monthy Player,None,muggy,945
3rd Floor - Front,Nickel,May,Tuesday,5 Reel,Travel,1,New Player,None,blusterous,347
3rd Floor - Front,Nickel,Jun,Monday,Bonus Video,Sea,1,VIP,None,revolting,1119
3rd Floor - Front,Nickel,Jun,Thursday,4 Reel,Entertainment,11,None,None,clear,128
3rd Floor - Front,Nickel,Jun,Sunday,5 Reel,Travel,1,New Player,None,cloudy,453
3rd Floor - Front,Nickel,Jul,Tuesday,5 Reel,Love,7,VIP,None,arid,1266
3rd Floor - Front,Nickel,Jul,Thursday,4 Reel,Sea,16,None,None,muggy,1119
3rd Floor - Front,Nickel,Aug,Monday,4 Reel,Love,18,VIP,None,balmy,283
3rd Floor - Front,Nickel,Aug,Tuesday,4 Reel,Casinos,4,Daily Special,None,bad,1626
3rd Floor - Front,Nickel,Aug,Tuesday,5 Reel,Holidays,19,Monthy Player,None,steamy,1584
3rd Floor - Front,Nickel,Aug,Friday,Bonus Video,Horror,2,VIP,None,mild,396
3rd Floor - Front,Nickel,Sep,Wednesday,Progressive,Fairy Tale,6,Monthy Player,None,cloudy,1426
3rd Floor - Front,Nickel,Sep,Wednesday,Bonus Video,Love,3,New Player,None,bitter,731
3rd Floor - Front,Nickel,Sep,Sunday,Bonus Video,Travel,14,New Player,None,scorching,346
3rd Floor - Front,Nickel,Oct,Monday,4 Reel,Horror,12,None,None,close,1339
3rd Floor - Front,Nickel,Oct,Wednesday,5 Reel,Other,8,Monthy Player,None,bitter,966
3rd Floor - Front,Nickel,Oct,Sunday,Progressive,History,10,None,None,icy,1633
3rd Floor - Front,Nickel,Nov,Friday,4 Reel,Entertainment,19,New Player,None,clear,868
3rd Floor - Front,Nickel,Nov,Friday,5 Reel,Other,13,Monthy Player,None,calm,452
3rd Floor - Front,Nickel,Nov,Friday,Progressive,Casinos,14,Daily Special,None,humid,1529
3rd Floor - Front,Nickel,Dec,Sunday,Bonus Video,Other,13,New Player,None,hazy,1104
3rd Floor - Front,Dime,Jan,Sunday,5 Reel,Food,18,Monthy Player,None,dark,1855
3rd Floor - Front,Dime,Feb,Monday,Bonus Video,Food,1,None,None,crummy,768
3rd Floor - Front,Dime,Feb,Sunday,Progressive,Casinos,4,None,None,cold,34
3rd Floor - Front,Dime,Mar,Tuesday,4 Reel,Fruit,14,Daily Special,None,blusterous,856
3rd Floor - Front,Dime,Mar,Tuesday,Progressive,Entertainment,13,Daily Special,None,bad,2090
3rd Floor - Front,Dime,Mar,Sunday,4 Reel,Classic Symbols,16,Daily Special,None,bad,885
3rd Floor - Front,Dime,Apr,Tuesday,Progressive,American,19,None,None,blusterous,930
3rd Floor - Front,Dime,Apr,Tuesday,Bonus Video,American,8,None,None,calm,495
3rd Floor - Front,Dime,Apr,Friday,4 Reel,History,13,New Player,None,bad,1811
3rd Floor - Front,Dime,May,Wednesday,4 Reel,Sea,15,None,None,windy,364
3rd Floor - Front,Dime,Jun,Thursday,Progressive,Love,15,Monthy Player,None,drizzly,1763
3rd Floor - Front,Dime,Jun,Thursday,Progressive,Sea,8,VIP,None,snow,1443
3rd Floor - Front,Dime,Jul,Thursday,Progressive,Classic Symbols,20,New Player,None,balmy,146
3rd Floor - Front,Dime,Jul,Sunday,Bonus Video,Casinos,9,Monthy Player,None,crummy,896
3rd Floor - Front,Dime,Aug,Thursday,Progressive,Casinos,3,Daily Special,None,raw,123
3rd Floor - Front,Dime,Sep,Monday,5 Reel,American,17,New Player,None,clear,11
3rd Floor - Front,Dime,Sep,Thursday,Bonus Video,Movies,6,Daily Special,None,good,929
3rd Floor - Front,Dime,Oct,Monday,5 Reel,Sea,3,None,None,clear,499
3rd Floor - Front,Dime,Nov,Tuesday,4 Reel,Horror,11,None,None,dead,775
3rd Floor - Front,Dime,Nov,Tuesday,Progressive,Magic,1,Daily Special,None,frosty,1621
3rd Floor - Front,Dime,Dec,Monday,5 Reel,Horror,15,VIP,None,hot,1804
3rd Floor - Front,Quarter,Jan,Monday,4 Reel,Animals,9,New Player,None,cold,313
3rd Floor - Front,Quarter,Jan,Sunday,4 Reel,American,2,New Player,None,good,1782
3rd Floor - Front,Quarter,Mar,Monday,4 Reel,Food,5,Monthy Player,None,crummy,493
3rd Floor - Front,Quarter,Mar,Sunday,Bonus Video,Adventure,4,VIP,None,balmy,678
3rd Floor - Front,Quarter,Apr,Wednesday,5 Reel,Entertainment,10,Daily Special,None,dark,1570
3rd Floor - Front,Quarter,Apr,Friday,5 Reel,Entertainment,15,New Player,None,mild,1959
3rd Floor - Front,Quarter,Apr,Friday,Bonus Video,Food,18,New Player,None,damp,1313
3rd Floor - Front,Quarter,May,Wednesday,Bonus Video,Casinos,3,Monthy Player,None,muggy,1330
3rd Floor - Front,Quarter,Jun,Wednesday,5 Reel,Classic Symbols,11,None,None,scorching,484
3rd Floor - Front,Quarter,Jun,Friday,4 Reel,Casinos,7,New Player,None,crummy,1467
3rd Floor - Front,Quarter,Jun,Friday,Progressive,Horror,11,None,None,showery,2166
3rd Floor - Front,Quarter,Jul,Tuesday,4 Reel,Entertainment,11,None,None,stormy,1802
3rd Floor - Front,Quarter,Jul,Friday,Progressive,Travel,2,Monthy Player,None,cloudy,704
3rd Floor - Front,Quarter,Aug,Tuesday,Progressive,Movies,16,None,None,mild,1412
3rd Floor - Front,Quarter,Aug,Thursday,Progressive,Riches,15,Daily Special,None,muggy,441
3rd Floor - Front,Quarter,Sep,Monday,5 Reel,Love,5,None,None,hot,656
3rd Floor - Front,Quarter,Nov,Tuesday,Progressive,Horror,2,New Player,None,hot,1458
3rd Floor - Front,Half Dollar,Jan,Sunday,Bonus Video,Holidays,11,VIP,None,calm,121
3rd Floor - Front,Half Dollar,Mar,Wednesday,Bonus Video,Love,2,Daily Special,None,muggy,1383
3rd Floor - Front,Half Dollar,Mar,Thursday,4 Reel,Fruit,11,Daily Special,None,crummy,983
3rd Floor - Front,Half Dollar,Mar,Thursday,4 Reel,Love,13,None,None,bad,1104
3rd Floor - Front,Half Dollar,Mar,Sunday,Progressive,Classic Symbols,13,Daily Special,None,crummy,1006
3rd Floor - Front,Half Dollar,Mar,Sunday,Bonus Video,Retro,16,New Player,None,drizzly,418
3rd Floor - Front,Half Dollar,Jul,Wednesday,5 Reel,Animals,7,None,None,bad,757
3rd Floor - Front,Half Dollar,Aug,Wednesday,5 Reel,Animals,13,None,None,warm,34
3rd Floor - Front,Half Dollar,Aug,Friday,Bonus Video,Food,10,None,None,showery,2035
3rd Floor - Front,Half Dollar,Sep,Monday,4 Reel,Fruit,16,VIP,None,sultry,970
3rd Floor - Front,Half Dollar,Sep,Friday,Progressive,Riches,7,None,None,bad,16
3rd Floor - Front,Half Dollar,Oct,Monday,Bonus Video,Fruit,14,VIP,None,damp,1169
3rd Floor - Front,Half Dollar,Oct,Friday,Progressive,Fairy Tale,17,New Player,None,showery,572
3rd Floor - Front,Half Dollar,Dec,Monday,Progressive,Animals,11,VIP,None,cloudy,435
3rd Floor - Front,Half Dollar,Dec,Wednesday,5 Reel,American,15,Monthy Player,None,bitter,753
3rd Floor - Front,Half Dollar,Dec,Sunday,Bonus Video,Magic,20,Monthy Player,None,warm,1122
3rd Floor - Front,Dollar,Jan,Wednesday,Bonus Video,Sea,12,New Player,None,calm,77
3rd Floor - Front,Dollar,Jan,Friday,Bonus Video,Horror,13,Daily Special,None,showery,1066
3rd Floor - Front,Dollar,Feb,Tuesday,5 Reel,Casinos,12,New Player,None,clear,1398
3rd Floor - Front,Dollar,Feb,Thursday,4 Reel,Love,9,Daily Special,None,scorching,742
3rd Floor - Front,Dollar,Mar,Tuesday,4 Reel,Riches,10,New Player,None,frosty,774
3rd Floor - Front,Dollar,Mar,Wednesday,Progressive,Travel,17,New Player,None,sultry,1793
3rd Floor - Front,Dollar,Apr,Tuesday,Progressive,Casinos,16,None,None,hazy,1907
3rd Floor - Front,Dollar,Jun,Friday,5 Reel,Animals,2,Monthy Player,None,warm,887
3rd Floor - Front,Dollar,Aug,Thursday,4 Reel,Food,15,New Player,None,blusterous,2122
3rd Floor - Front,Dollar,Aug,Sunday,Bonus Video,Movies,13,VIP,None,warm,213
3rd Floor - Front,Dollar,Oct,Monday,5 Reel,Animals,8,Daily Special,None,arid,1417
3rd Floor - Front,Dollar,Nov,Monday,Progressive,Movies,5,None,None,showery,1721
3rd Floor - Front,Dollar,Dec,Friday,Progressive,Movies,10,Monthy Player,None,raw,1548
